timestamp,rps
0,15.563367993284777
15,15.833491961479842
30,16.10361592967491
45,16.373739897869974
60,16.64386386606504
75,16.326448299140164
90,16.009032732215292
105,15.691617165290417
120,15.374201598365543
135,15.5533615000565
150,15.732521401747459
165,15.911681303438415
180,16.090841205129372
195,16.18762946911927
210,16.284417733109166
225,16.381205997099062
240,16.47799426108896
255,16.503992873255942
270,16.529991485422926
285,16.555990097589913
300,16.581988709756896
315,16.16373803608666
330,15.745487362416423
345,15.327236688746188
360,14.908986015075952
375,15.058376325834436
390,15.20776663659292
405,15.357156947351404
420,15.506547258109888
435,15.463613337461073
450,15.420679416812257
465,15.377745496163442
480,15.334811575514626
495,15.462005050124764
510,15.589198524734904
525,15.716391999345042
540,15.84358547395518
555,15.767819614854064
570,15.692053755752948
585,15.616287896651832
600,15.540522037550716
615,15.495424671715078
630,15.45032730587944
645,15.405229940043803
660,15.360132574208166
675,15.377415054433587
690,15.39469753465901
705,15.41198001488443
720,15.429262495109851
735,15.617919850747265
750,15.80657720638468
765,15.995234562022095
780,16.18389191765951
795,16.39813160000078
810,16.612371282342053
825,16.826610964683322
840,17.040850647024595
855,16.703765345208605
870,16.36668004339262
885,16.02959474157663
900,15.692509439760643
915,15.497880862270137
930,15.303252284779632
945,15.108623707289125
960,14.913995129798618
975,15.213296119624918
990,15.512597109451216
1005,15.811898099277514
1020,16.111199089103813
1035,16.01831701762629
1050,15.925434946148771
1065,15.83255287467125
1080,15.739670803193729
1095,15.709558875335592
1110,15.679446947477455
1125,15.64933501961932
1140,15.619223091761183
1155,15.529326676388735
1170,15.439430261016286
1185,15.349533845643837
1200,15.259637430271388
1215,15.293451634369509
1230,15.327265838467632
1245,15.361080042565753
1260,15.394894246663874
1275,15.31037217176711
1290,15.225850096870346
1305,15.14132802197358
1320,15.056805947076816
1335,15.212992166050823
1350,15.369178385024828
1365,15.525364603998835
1380,15.681550822972842
1395,15.57402283693327
1410,15.4664948508937
1425,15.35896686485413
1440,15.25143887881456
1455,15.097752192511837
1470,14.944065506209117
1485,14.790378819906397
1500,14.636692133603676
1515,14.825836054965142
1530,15.014979976326611
1545,15.204123897688078
1560,15.393267819049544
1575,15.507575157541035
1590,15.621882496032526
1605,15.736189834524017
1620,15.850497173015508
1635,15.586559853708609
1650,15.32262253440171
1665,15.058685215094808
1680,14.794747895787909
1695,14.711795556920723
1710,14.628843218053536
1725,14.54589087918635
1740,14.462938540319165
1755,14.716013739856695
1770,14.969088939394227
1785,15.22216413893176
1800,15.47523933846929
1815,15.686089550788234
1830,15.896939763107177
1845,16.107789975426122
1860,16.318640187745064
1875,16.14125258364419
1890,15.963864979543313
1905,15.786477375442438
1920,15.609089771341562
1935,15.691134349562017
1950,15.773178927782471
1965,15.855223506002927
1980,15.937268084223382
1995,15.815129466804255
2010,15.692990849385128
2025,15.570852231966002
2040,15.448713614546875
2055,15.582307230161401
2070,15.715900845775927
2085,15.849494461390455
2100,15.98308807700498
2115,16.032759388247662
2130,16.082430699490345
2145,16.132102010733025
2160,16.181773321975708
2175,16.240120268382274
2190,16.298467214788843
2205,16.35681416119541
2220,16.415161107601975
2235,16.196522212514974
2250,15.977883317427974
2265,15.759244422340972
2280,15.540605527253971
2295,15.594873307291891
2310,15.649141087329811
2325,15.703408867367731
2340,15.75767664740565
2355,15.738921329005244
2370,15.720166010604839
2385,15.701410692204433
2400,15.682655373804026
2415,15.527638871868032
2430,15.372622369932039
2445,15.217605867996046
2460,15.06258936606005
2475,15.025516945661927
2490,14.988444525263802
2505,14.951372104865678
2520,14.914299684467554
2535,14.96652016916092
2550,15.018740653854287
2565,15.070961138547654
2580,15.12318162324102
2595,15.385939684829822
2610,15.648697746418623
2625,15.911455808007425
2640,16.174213869596226
2655,16.128662309435065
