timestamp,rps
0,2.0
15,2.213235294117647
30,2.4264705882352944
45,2.639705882352941
60,2.8529411764705883
75,2.7369281045751634
90,2.6209150326797386
105,2.5049019607843137
120,2.388888888888889
135,2.341666666666667
150,2.2944444444444443
165,2.2472222222222222
180,2.2
195,2.2548387096774194
210,2.3096774193548386
225,2.364516129032258
240,2.419354838709677
255,2.457373271889401
270,2.4953917050691246
285,2.5334101382488483
300,2.571428571428572
315,2.457983193277311
330,2.3445378151260505
345,2.23109243697479
360,2.117647058823529
375,2.1646241830065356
390,2.211601307189542
405,2.258578431372549
420,2.305555555555556
435,2.322916666666667
450,2.3402777777777777
465,2.357638888888889
480,2.375
495,2.305443548387097
510,2.2358870967741935
525,2.16633064516129
540,2.096774193548387
555,2.07258064516129
570,2.0483870967741935
585,2.024193548387097
600,2.0
615,2.4338235294117645
630,2.8676470588235294
645,3.3014705882352944
660,3.735294117647059
675,3.4820261437908497
690,3.2287581699346406
705,2.9754901960784315
720,2.7222222222222223
735,2.666666666666667
750,2.611111111111111
765,2.5555555555555554
780,2.5
795,2.383064516129032
810,2.2661290322580645
825,2.149193548387097
840,2.032258064516129
855,2.1224078341013826
870,2.212557603686636
885,2.3027073732718892
900,2.392857142857143
915,2.316701680672269
930,2.240546218487395
945,2.164390756302521
960,2.088235294117647
975,2.2120098039215685
990,2.3357843137254903
1005,2.4595588235294117
1020,2.583333333333333
1035,2.525
1050,2.466666666666667
1065,2.408333333333333
1080,2.35
1095,2.294758064516129
1110,2.239516129032258
1125,2.184274193548387
1140,2.129032258064516
1155,2.105702764976958
1170,2.082373271889401
1185,2.0590437788018434
1200,2.0357142857142856
1215,2.0561974789915967
1230,2.0766806722689073
1245,2.097163865546218
1260,2.117647058823529
1275,2.35906862745098
1290,2.600490196078431
1305,2.8419117647058822
1320,3.083333333333333
1335,2.8917682926829267
1350,2.7002032520325203
1365,2.5086382113821135
1380,2.317073170731707
1395,2.2534298780487805
1410,2.1897865853658534
1425,2.1261432926829267
1440,2.0625
1455,2.4951508620689653
1470,2.927801724137931
1485,3.360452586206897
1500,3.793103448275862
1515,3.316256157635468
1530,2.8394088669950737
1545,2.36256157635468
1560,1.8857142857142857
1575,1.9277992277992277
1590,1.9698841698841698
1605,2.011969111969112
1620,2.054054054054054
1635,2.028345418589321
1650,2.002636783124588
1665,1.976928147659855
1680,1.951219512195122
1695,1.8774771341463414
1710,1.803734756097561
1725,1.7299923780487805
1740,1.65625
1755,1.6818426724137931
1770,1.7074353448275863
1785,1.7330280172413792
1800,1.7586206896551724
1815,1.8261083743842363
1830,1.8935960591133005
1845,1.9610837438423645
1860,2.0285714285714285
1875,2.1835907335907336
1890,2.338610038610039
1905,2.4936293436293435
1920,2.6486486486486487
1935,2.675510876730389
1950,2.702373104812129
1965,2.729235332893869
1980,2.756097560975609
1995,2.5670731707317067
2010,2.3780487804878048
2025,2.1890243902439024
2040,2.0
2055,2.0258620689655173
2070,2.0517241379310347
2085,2.0775862068965516
2100,2.103448275862069
2115,2.5133004926108375
2130,2.9231527093596057
2145,3.3330049261083743
2160,3.742857142857143
2175,3.624710424710425
2190,3.5065637065637065
2205,3.3884169884169886
2220,3.27027027027027
2235,2.922214897824654
2250,2.5741595253790375
2265,2.226104152933421
2280,1.8780487804878048
2295,1.8843430369787568
2310,1.8906372934697089
2325,1.896931549960661
2340,1.903225806451613
2355,2.141705069124424
2370,2.380184331797235
2385,2.6186635944700463
2400,2.857142857142857
2415,2.5840336134453783
2430,2.310924369747899
2445,2.03781512605042
2460,1.7647058823529411
2475,1.8096405228758168
2490,1.8545751633986924
2505,1.8995098039215683
2520,1.944444444444444
2535,1.933333333333333
2550,1.922222222222222
2565,1.911111111111111
2580,1.9
2595,2.166935483870968
2610,2.4338709677419352
2625,2.7008064516129036
2640,2.967741935483871
2655,2.6275921658986174
2670,2.287442396313364
2685,1.9472926267281105
2700,1.6071428571428572
2715,1.6612394957983194
2730,1.7153361344537814
2745,1.7694327731092434
2760,1.8235294117647056
2775,1.8745915032679736
2790,1.9256535947712417
2805,1.9767156862745097
2820,2.0277777777777777
2835,1.9583333333333333
2850,1.8888888888888888
2865,1.8194444444444442
2880,1.7499999999999998
2895,1.756048387096774
2910,1.7620967741935483
2925,1.7681451612903225
2940,1.7741935483870968
2955,1.6967165898617511
2970,1.6192396313364055
2985,1.5417626728110598
3000,1.4642857142857142
3015,1.5688025210084033
3030,1.6733193277310923
3045,1.7778361344537812
3060,1.8823529411764703
3075,1.883986928104575
3090,1.8856209150326797
3105,1.8872549019607843
3120,1.8888888888888888
3135,1.9791666666666665
3150,2.0694444444444446
3165,2.1597222222222223
3180,2.25
3195,2.090725806451613
3210,1.9314516129032258
3225,1.7721774193548385
3240,1.6129032258064515
3255,1.5846774193548385
3270,1.5564516129032255
3285,1.5282258064516128
3300,1.4999999999999998
3315,1.8088235294117645
3330,2.1176470588235294
3345,2.426470588235294
3360,2.735294117647059
3375,2.468137254901961
3390,2.200980392156863
3405,1.933823529411765
3420,1.6666666666666667
3435,1.6500000000000001
3450,1.6333333333333333
3465,1.6166666666666667
3480,1.6
3495,1.5225806451612904
3510,1.4451612903225808
3525,1.367741935483871
3540,1.2903225806451613
3555,1.342741935483871
3570,1.3951612903225805
3585,1.44758064516129
3600,1.4999999999999998
3615,1.7352941176470587
3630,1.9705882352941178
3645,2.2058823529411766
3660,2.4411764705882355
3675,2.4697712418300655
3690,2.4983660130718954
3705,2.526960784313726
3720,2.555555555555556
3735,2.747916666666667
3750,2.940277777777778
3765,3.132638888888889
3780,3.325
3795,2.8727822580645164
3810,2.4205645161290326
3825,1.9683467741935483
3840,1.5161290322580645
3855,1.5120967741935483
3870,1.508064516129032
3885,1.504032258064516
3900,1.4999999999999998
3915,1.5147058823529411
3930,1.5294117647058822
3945,1.5441176470588234
3960,1.5588235294117647
3975,1.7593954248366013
3990,1.959967320261438
4005,2.1605392156862746
4020,2.361111111111111
4035,2.220833333333333
4050,2.0805555555555557
4065,1.9402777777777778
4080,1.8
4095,1.7854838709677419
4110,1.770967741935484
4125,1.7564516129032257
4140,1.7419354838709675
4155,2.0296658986175116
4170,2.317396313364055
4185,2.6051267281105988
4200,2.892857142857143
4215,3.1108193277310923
4230,3.328781512605042
4245,3.5467436974789917
4260,3.764705882352941
4275,3.8721405228758172
4290,3.979575163398693
4305,4.0870098039215685
4320,4.194444444444445
4335,4.089583333333334
4350,3.9847222222222225
4365,3.879861111111111
4380,3.775
4395,3.221875
4410,2.66875
4425,2.115625
4440,1.5625
4455,1.818426724137931
4470,2.074353448275862
4485,2.330280172413793
4500,2.586206896551724
4515,2.3039408866995075
4530,2.0216748768472907
4545,1.7394088669950738
4560,1.457142857142857
4575,1.488690476190476
4590,1.5202380952380952
4605,1.551785714285714
4620,1.5833333333333333
4635,1.6326219512195121
4650,1.681910569105691
4665,1.73119918699187
4680,1.7804878048780488
4695,1.7963033536585367
4710,1.8121189024390243
4725,1.8279344512195121
4740,1.84375
4755,1.8138469827586208
4770,1.7839439655172415
4785,1.754040948275862
4800,1.7241379310344829
4815,1.7216748768472907
4830,1.7192118226600985
4845,1.7167487684729064
4860,1.7142857142857142
4875,1.778957528957529
4890,1.8436293436293436
4905,1.9083011583011582
4920,1.972972972972973
4935,2.4248516809492418
4950,2.8767303889255107
4965,3.328609096901779
4980,3.780487804878048
4995,3.2789142407553102
5010,2.7773406766325723
5025,2.2757671125098344
5040,1.7741935483870968
5055,1.8127880184331797
5070,1.851382488479263
5085,1.8899769585253459
